Rows & Cols, Channels, Filters, Memory Usage,,WS-1-ex, WS-(MAC/CYCLE),IM2COL-IC-1EX ,IM2C IC  (MAC/CYCLE), IM2C OC 1 EX, IM2C OC  (MAC/CYCLE), CONV OC 1 EX, CONV OC  (MAC/CYCLE)
25, 27, 21, 129kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 27, 22, 132kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 27, 23, 135kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 27, 24, 138kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 27, 25, 141kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 27, 26, 144kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 27, 27, 147kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 27, 28, 150kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 27, 29, 153kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 27, 30, 156kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 27, 31, 159kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 27, 32, 162kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 27, 48, 210kB, ,7523, ,1444 , ,18939, ,20554, ,
25, 27, 64, 258kB, ,7523, ,1444 , ,25235, ,27390, ,
25, 27, 80, 307kB, ,7523, ,1444 , ,31528, ,34229, ,
25, 27, 96, 355kB, ,7523, ,1444 , ,37756, ,41173, ,
25, 27, 112, 403kB, ,7523, ,1444 , ,43822, ,48007, ,
25, 27, 128, 451kB, ,7523, ,1444 , ,49871, ,54896, ,
25, 27, 144, 500kB, ,7523, ,1444 , ,55927, ,61848, ,
25, 28, 16, 117kB, ,7523, ,1444 , ,6278, ,6994, ,
25, 28, 17, 120kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 28, 18, 123kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 28, 19, 126kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 28, 20, 129kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 28, 21, 132kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 28, 22, 135kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 28, 23, 138kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 28, 24, 141kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 28, 25, 144kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 28, 26, 147kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 28, 27, 150kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 28, 28, 153kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 28, 29, 156kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 28, 30, 159kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 28, 31, 162kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 28, 32, 165kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 28, 48, 214kB, ,7523, ,1444 , ,18939, ,20554, ,
25, 28, 64, 263kB, ,7523, ,1444 , ,25235, ,27390, ,
25, 28, 80, 312kB, ,7523, ,1444 , ,31528, ,34229, ,
25, 28, 96, 361kB, ,7523, ,1444 , ,37756, ,41173, ,
25, 28, 112, 410kB, ,7523, ,1444 , ,43822, ,48007, ,
25, 28, 128, 458kB, ,7523, ,1444 , ,49871, ,54896, ,
25, 28, 144, 507kB, ,7523, ,1444 , ,55927, ,61848, ,
25, 29, 16, 120kB, ,7523, ,1444 , ,6278, ,6994, ,
25, 29, 17, 123kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 29, 18, 126kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 29, 19, 129kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 29, 20, 132kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 29, 21, 135kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 29, 22, 138kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 29, 23, 141kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 29, 24, 144kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 29, 25, 147kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 29, 26, 151kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 29, 27, 154kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 29, 28, 157kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 29, 29, 160kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 29, 30, 163kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 29, 31, 166kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 29, 32, 169kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 29, 48, 218kB, ,7523, ,1444 , ,18939, ,20554, ,
25, 29, 64, 268kB, ,7523, ,1444 , ,25235, ,27390, ,
25, 29, 80, 317kB, ,7523, ,1444 , ,31528, ,34229, ,
25, 29, 96, 367kB, ,7523, ,1444 , ,37756, ,41173, ,
25, 29, 112, 416kB, ,7523, ,1444 , ,43822, ,48007, ,
25, 29, 128, 465kB, ,7523, ,1444 , ,49871, ,54896, ,
25, 30, 16, 123kB, ,7523, ,1444 , ,6278, ,6994, ,
25, 30, 17, 126kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 30, 18, 129kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 30, 19, 132kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 30, 20, 135kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 30, 21, 138kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 30, 22, 141kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 30, 23, 145kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 30, 24, 148kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 30, 25, 151kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 30, 26, 154kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 30, 27, 157kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 30, 28, 160kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 30, 29, 163kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 30, 30, 166kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 30, 31, 169kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 30, 32, 173kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 30, 48, 223kB, ,7523, ,1444 , ,18939, ,20554, ,
25, 30, 64, 272kB, ,7523, ,1444 , ,25235, ,27390, ,
25, 30, 80, 322kB, ,7523, ,1444 , ,31528, ,34229, ,
25, 30, 96, 372kB, ,7523, ,1444 , ,37756, ,41173, ,
25, 30, 112, 422kB, ,7523, ,1444 , ,43822, ,48007, ,
25, 30, 128, 472kB, ,7523, ,1444 , ,49871, ,54896, ,
25, 31, 16, 126kB, ,7523, ,1444 , ,6278, ,6994, ,
25, 31, 17, 129kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 31, 18, 132kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 31, 19, 135kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 31, 20, 138kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 31, 21, 141kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 31, 22, 145kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 31, 23, 148kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 31, 24, 151kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 31, 25, 154kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 31, 26, 157kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 31, 27, 160kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 31, 28, 164kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 31, 29, 167kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 31, 30, 170kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 31, 31, 173kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 31, 32, 176kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 31, 48, 227kB, ,7523, ,1444 , ,18939, ,20554, ,
25, 31, 64, 277kB, ,7523, ,1444 , ,25235, ,27390, ,
25, 31, 80, 328kB, ,7523, ,1444 , ,31528, ,34229, ,
25, 31, 96, 378kB, ,7523, ,1444 , ,37756, ,41173, ,
25, 31, 112, 429kB, ,7523, ,1444 , ,43822, ,48007, ,
25, 31, 128, 479kB, ,7523, ,1444 , ,49871, ,54896, ,
25, 32, 16, 129kB, ,7523, ,1444 , ,6278, ,6994, ,
25, 32, 17, 132kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 32, 18, 135kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 32, 19, 138kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 32, 20, 141kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 32, 21, 145kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 32, 22, 148kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 32, 23, 151kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 32, 24, 154kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 32, 25, 157kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 32, 26, 161kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 32, 27, 164kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 32, 28, 167kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 32, 29, 170kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 32, 30, 173kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 32, 31, 177kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 32, 32, 180kB, ,7523, ,1444 , ,12639, ,13717, ,
25, 32, 48, 231kB, ,7523, ,1444 , ,18939, ,20554, ,
25, 32, 64, 282kB, ,7523, ,1444 , ,25235, ,27390, ,
25, 32, 80, 333kB, ,7523, ,1444 , ,31528, ,34229, ,
25, 32, 96, 384kB, ,7523, ,1444 , ,37756, ,41173, ,
25, 32, 112, 435kB, ,7523, ,1444 , ,43822, ,48007, ,
25, 32, 128, 486kB, ,7523, ,1444 , ,49871, ,54896, ,
25, 48, 16, 177kB, ,7523, ,2181 , ,6278, ,6994, ,
25, 48, 17, 181kB, ,7523, ,2181 , ,12639, ,13717, ,
25, 48, 18, 184kB, ,7523, ,2181 , ,12639, ,13717, ,
25, 48, 19, 188kB, ,7523, ,2181 , ,12639, ,13717, ,
25, 48, 20, 192kB, ,7523, ,2181 , ,12639, ,13717, ,
25, 48, 21, 196kB, ,7523, ,2181 , ,12639, ,13717, ,
25, 48, 22, 199kB, ,7523, ,2181 , ,12639, ,13717, ,
25, 48, 23, 203kB, ,7523, ,2181 , ,12639, ,13717, ,
25, 48, 24, 207kB, ,7523, ,2181 , ,12639, ,13717, ,
25, 48, 25, 211kB, ,7523, ,2181 , ,12639, ,13717, ,
25, 48, 26, 214kB, ,7523, ,2181 , ,12639, ,13717, ,
25, 48, 27, 218kB, ,7523, ,2181 , ,12639, ,13717, ,
25, 48, 28, 222kB, ,7523, ,2181 , ,12639, ,13717, ,
25, 48, 29, 226kB, ,7523, ,2181 , ,12639, ,13717, ,
25, 48, 30, 229kB, ,7523, ,2181 , ,12639, ,13717, ,
25, 48, 31, 233kB, ,7523, ,2181 , ,12639, ,13717, ,
25, 48, 32, 237kB, ,7523, ,2181 , ,12639, ,13717, ,
25, 48, 48, 297kB, ,7523, ,2181 , ,18939, ,20554, ,
25, 48, 64, 357kB, ,7523, ,2181 , ,25235, ,27390, ,
25, 48, 80, 417kB, ,7523, ,2181 , ,31528, ,34229, ,
25, 48, 96, 477kB, ,7523, ,2181 , ,37756, ,41173, ,
25, 64, 16, 225kB, ,7523, ,2903 , ,6278, ,6994, ,
25, 64, 17, 229kB, ,7523, ,2903 , ,12639, ,13717, ,
25, 64, 18, 233kB, ,7523, ,2903 , ,12639, ,13717, ,
25, 64, 19, 238kB, ,7523, ,2903 , ,12639, ,13717, ,
25, 64, 20, 242kB, ,7523, ,2903 , ,12639, ,13717, ,
25, 64, 21, 246kB, ,7523, ,2903 , ,12639, ,13717, ,
25, 64, 22, 251kB, ,7523, ,2903 , ,12639, ,13717, ,
25, 64, 23, 255kB, ,7523, ,2903 , ,12639, ,13717, ,
25, 64, 24, 259kB, ,7523, ,2903 , ,12639, ,13717, ,
25, 64, 25, 264kB, ,7523, ,2903 , ,12639, ,13717, ,
25, 64, 26, 268kB, ,7523, ,2903 , ,12639, ,13717, ,
25, 64, 27, 272kB, ,7523, ,2903 , ,12639, ,13717, ,
25, 64, 28, 277kB, ,7523, ,2903 , ,12639, ,13717, ,
25, 64, 29, 281kB, ,7523, ,2903 , ,12639, ,13717, ,
25, 64, 30, 285kB, ,7523, ,2903 , ,12639, ,13717, ,
25, 64, 31, 290kB, ,7523, ,2903 , ,12639, ,13717, ,
25, 64, 32, 294kB, ,7523, ,2903 , ,12639, ,13717, ,
25, 64, 48, 363kB, ,7523, ,2903 , ,18939, ,20554, ,
25, 64, 64, 432kB, ,7523, ,2903 , ,25235, ,27390, ,
25, 64, 80, 501kB, ,7523, ,2903 , ,31528, ,34229, ,
25, 80, 16, 273kB, ,7523, ,3611 , ,6278, ,6994, ,
25, 80, 17, 278kB, ,7523, ,3611 , ,12639, ,13717, ,
25, 80, 18, 283kB, ,7523, ,3611 , ,12639, ,13717, ,
25, 80, 19, 288kB, ,7523, ,3611 , ,12639, ,13717, ,
25, 80, 20, 292kB, ,7523, ,3611 , ,12639, ,13717, ,
25, 80, 21, 297kB, ,7523, ,3611 , ,12639, ,13717, ,
25, 80, 22, 302kB, ,7523, ,3611 , ,12639, ,13717, ,
25, 80, 23, 307kB, ,7523, ,3611 , ,12639, ,13717, ,
25, 80, 24, 312kB, ,7523, ,3611 , ,12639, ,13717, ,
25, 80, 25, 317kB, ,7523, ,3611 , ,12639, ,13717, ,
25, 80, 26, 322kB, ,7523, ,3611 , ,12639, ,13717, ,
25, 80, 27, 327kB, ,7523, ,3611 , ,12639, ,13717, ,
25, 80, 28, 331kB, ,7523, ,3611 , ,12639, ,13717, ,
25, 80, 29, 336kB, ,7523, ,3611 , ,12639, ,13717, ,
25, 80, 30, 341kB, ,7523, ,3611 , ,12639, ,13717, ,
25, 80, 31, 346kB, ,7523, ,3611 , ,12639, ,13717, ,
25, 80, 32, 351kB, ,7523, ,3611 , ,12639, ,13717, ,
25, 80, 48, 429kB, ,7523, ,3611 , ,18939, ,20554, ,
25, 80, 64, 507kB, ,7523, ,3611 , ,25235, ,27390, ,
25, 96, 16, 321kB, ,7523, ,4312 , ,6278, ,6994, ,
25, 96, 17, 326kB, ,7523, ,4312 , ,12639, ,13717, ,
25, 96, 18, 332kB, ,7523, ,4312 , ,12639, ,13717, ,
25, 96, 19, 337kB, ,7523, ,4312 , ,12639, ,13717, ,
25, 96, 20, 343kB, ,7523, ,4312 , ,12639, ,13717, ,
25, 96, 21, 348kB, ,7523, ,4312 , ,12639, ,13717, ,
25, 96, 22, 354kB, ,7523, ,4312 , ,12639, ,13717, ,
25, 96, 23, 359kB, ,7523, ,4312 , ,12639, ,13717, ,
25, 96, 24, 364kB, ,7523, ,4312 , ,12639, ,13717, ,
25, 96, 25, 370kB, ,7523, ,4312 , ,12639, ,13717, ,
25, 96, 26, 375kB, ,7523, ,4312 , ,12639, ,13717, ,
25, 96, 27, 381kB, ,7523, ,4312 , ,12639, ,13717, ,
25, 96, 28, 386kB, ,7523, ,4312 , ,12639, ,13717, ,
25, 96, 29, 392kB, ,7523, ,4312 , ,12639, ,13717, ,
25, 96, 30, 397kB, ,7523, ,4312 , ,12639, ,13717, ,
25, 96, 31, 403kB, ,7523, ,4312 , ,12639, ,13717, ,
25, 96, 32, 408kB, ,7523, ,4312 , ,12639, ,13717, ,
25, 96, 48, 495kB, ,7523, ,4312 , ,18939, ,20554, ,
25, 112, 16, 369kB, ,7523, ,5018 , ,6278, ,6994, ,
25, 112, 17, 375kB, ,7523, ,5018 , ,12639, ,13717, ,
25, 112, 18, 381kB, ,7523, ,5018 , ,12639, ,13717, ,
25, 112, 19, 387kB, ,7523, ,5018 , ,12639, ,13717, ,
25, 112, 20, 393kB, ,7523, ,5018 , ,12639, ,13717, ,
25, 112, 21, 399kB, ,7523, ,5018 , ,12639, ,13717, ,
25, 112, 22, 405kB, ,7523, ,5018 , ,12639, ,13717, ,
25, 112, 23, 411kB, ,7523, ,5018 , ,12639, ,13717, ,
25, 112, 24, 417kB, ,7523, ,5018 , ,12639, ,13717, ,
25, 112, 25, 423kB, ,7523, ,5018 , ,12639, ,13717, ,
25, 112, 26, 429kB, ,7523, ,5018 , ,12639, ,13717, ,
25, 112, 27, 435kB, ,7523, ,5018 , ,12639, ,13717, ,
25, 112, 28, 441kB, ,7523, ,5018 , ,12639, ,13717, ,
25, 112, 29, 447kB, ,7523, ,5018 , ,12639, ,13717, ,
25, 112, 30, 453kB, ,7523, ,5018 , ,12639, ,13717, ,
25, 112, 31, 459kB, ,7523, ,5018 , ,12639, ,13717, ,
25, 112, 32, 465kB, ,7523, ,5018 , ,12639, ,13717, ,
25, 128, 16, 417kB, ,7523, ,5731 , ,6278, ,6994, ,
25, 128, 17, 424kB, ,7523, ,5731 , ,12639, ,13717, ,
25, 128, 18, 430kB, ,7523, ,5731 , ,12639, ,13717, ,
25, 128, 19, 437kB, ,7523, ,5731 , ,12639, ,13717, ,
25, 128, 20, 443kB, ,7523, ,5731 , ,12639, ,13717, ,
25, 128, 21, 450kB, ,7523, ,5731 , ,12639, ,13717, ,
25, 128, 22, 456kB, ,7523, ,5731 , ,12639, ,13717, ,
25, 128, 23, 463kB, ,7523, ,5731 , ,12639, ,13717, ,
25, 128, 24, 470kB, ,7523, ,5731 , ,12639, ,13717, ,
25, 128, 25, 476kB, ,7523, ,5731 , ,12639, ,13717, ,
25, 128, 26, 483kB, ,7523, ,5731 , ,12639, ,13717, ,
25, 128, 27, 489kB, ,7523, ,5731 , ,12639, ,13717, ,
25, 128, 28, 496kB, ,7523, ,5731 , ,12639, ,13717, ,
25, 128, 29, 502kB, ,7523, ,5731 , ,12639, ,13717, ,
25, 128, 30, 509kB, ,7523, ,5731 , ,12639, ,13717, ,
25, 144, 16, 465kB, ,7523, ,6390 , ,6278, ,6994, ,
25, 144, 17, 472kB, ,7523, ,6390 , ,12639, ,13717, ,
25, 144, 18, 479kB, ,7523, ,6390 , ,12639, ,13717, ,
25, 144, 19, 487kB, ,7523, ,6390 , ,12639, ,13717, ,
25, 144, 20, 494kB, ,7523, ,6390 , ,12639, ,13717, ,
25, 144, 21, 501kB, ,7523, ,6390 , ,12639, ,13717, ,
25, 144, 22, 508kB, ,7523, ,6390 , ,12639, ,13717, ,
26, 16, 16, 87kB, ,8176, ,679 , ,6278, ,6994, ,
26, 16, 17, 90kB, ,8176, ,679 , ,12639, ,13717, ,
26, 16, 18, 92kB, ,8176, ,679 , ,12639, ,13717, ,
26, 16, 19, 95kB, ,8176, ,679 , ,12639, ,13717, ,
26, 16, 20, 98kB, ,8176, ,679 , ,12639, ,13717, ,
26, 16, 21, 101kB, ,8176, ,679 , ,12639, ,13717, ,
26, 16, 22, 104kB, ,8176, ,679 , ,12639, ,13717, ,
26, 16, 23, 106kB, ,8176, ,679 , ,12639, ,13717, ,
26, 16, 24, 109kB, ,8176, ,679 , ,12639, ,13717, ,
26, 16, 25, 112kB, ,8176, ,679 , ,12639, ,13717, ,
26, 16, 26, 115kB, ,8176, ,679 , ,12639, ,13717, ,
26, 16, 27, 118kB, ,8176, ,679 , ,12639, ,13717, ,
26, 16, 28, 121kB, ,8176, ,679 , ,12639, ,13717, ,
26, 16, 29, 123kB, ,8176, ,679 , ,12639, ,13717, ,
26, 16, 30, 126kB, ,8176, ,679 , ,12639, ,13717, ,
26, 16, 31, 129kB, ,8176, ,679 , ,12639, ,13717, ,
26, 16, 32, 132kB, ,8176, ,679 , ,12639, ,13717, ,
26, 16, 48, 177kB, ,8176, ,679 , ,18939, ,20554, ,
26, 16, 64, 222kB, ,8176, ,679 , ,25235, ,27390, ,
26, 16, 80, 267kB, ,8176, ,679 , ,31528, ,34229, ,
26, 16, 96, 312kB, ,8176, ,679 , ,37756, ,41173, ,
26, 16, 112, 357kB, ,8176, ,679 , ,43822, ,48007, ,
26, 16, 128, 402kB, ,8176, ,679 , ,49871, ,54896, ,
26, 16, 144, 447kB, ,8176, ,679 , ,55927, ,61848, ,
26, 17, 16, 90kB, ,8176, ,1444 , ,6278, ,6994, ,
26, 17, 17, 93kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 17, 18, 96kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 17, 19, 98kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 17, 20, 101kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 17, 21, 104kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 17, 22, 107kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 17, 23, 110kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 17, 24, 113kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 17, 25, 116kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 17, 26, 118kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 17, 27, 121kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 17, 28, 124kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 17, 29, 127kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 17, 30, 130kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 17, 31, 133kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 17, 32, 136kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 17, 48, 181kB, ,8176, ,1444 , ,18939, ,20554, ,
26, 17, 64, 227kB, ,8176, ,1444 , ,25235, ,27390, ,
26, 17, 80, 272kB, ,8176, ,1444 , ,31528, ,34229, ,
26, 17, 96, 318kB, ,8176, ,1444 , ,37756, ,41173, ,
26, 17, 112, 363kB, ,8176, ,1444 , ,43822, ,48007, ,
26, 17, 128, 409kB, ,8176, ,1444 , ,49871, ,54896, ,
26, 17, 144, 454kB, ,8176, ,1444 , ,55927, ,61848, ,
26, 18, 16, 93kB, ,8176, ,1444 , ,6278, ,6994, ,
26, 18, 17, 96kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 18, 18, 99kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 18, 19, 102kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 18, 20, 105kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 18, 21, 108kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 18, 22, 110kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 18, 23, 113kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 18, 24, 116kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 18, 25, 119kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 18, 26, 122kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 18, 27, 125kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 18, 28, 128kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 18, 29, 131kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 18, 30, 134kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 18, 31, 136kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 18, 32, 139kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 18, 48, 185kB, ,8176, ,1444 , ,18939, ,20554, ,
26, 18, 64, 232kB, ,8176, ,1444 , ,25235, ,27390, ,
26, 18, 80, 278kB, ,8176, ,1444 , ,31528, ,34229, ,
26, 18, 96, 324kB, ,8176, ,1444 , ,37756, ,41173, ,
26, 18, 112, 370kB, ,8176, ,1444 , ,43822, ,48007, ,
26, 18, 128, 416kB, ,8176, ,1444 , ,49871, ,54896, ,
26, 18, 144, 462kB, ,8176, ,1444 , ,55927, ,61848, ,
26, 19, 16, 96kB, ,8176, ,1444 , ,6278, ,6994, ,
26, 19, 17, 99kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 19, 18, 102kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 19, 19, 105kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 19, 20, 108kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 19, 21, 111kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 19, 22, 114kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 19, 23, 117kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 19, 24, 120kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 19, 25, 123kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 19, 26, 126kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 19, 27, 128kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 19, 28, 131kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 19, 29, 134kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 19, 30, 137kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 19, 31, 140kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 19, 32, 143kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 19, 48, 190kB, ,8176, ,1444 , ,18939, ,20554, ,
26, 19, 64, 236kB, ,8176, ,1444 , ,25235, ,27390, ,
26, 19, 80, 283kB, ,8176, ,1444 , ,31528, ,34229, ,
26, 19, 96, 330kB, ,8176, ,1444 , ,37756, ,41173, ,
26, 19, 112, 376kB, ,8176, ,1444 , ,43822, ,48007, ,
26, 19, 128, 423kB, ,8176, ,1444 , ,49871, ,54896, ,
26, 19, 144, 470kB, ,8176, ,1444 , ,55927, ,61848, ,
26, 20, 16, 100kB, ,8176, ,1444 , ,6278, ,6994, ,
26, 20, 17, 103kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 20, 18, 105kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 20, 19, 108kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 20, 20, 111kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 20, 21, 114kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 20, 22, 117kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 20, 23, 120kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 20, 24, 123kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 20, 25, 126kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 20, 26, 129kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 20, 27, 132kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 20, 28, 135kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 20, 29, 138kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 20, 30, 141kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 20, 31, 144kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 20, 32, 147kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 20, 48, 194kB, ,8176, ,1444 , ,18939, ,20554, ,
26, 20, 64, 241kB, ,8176, ,1444 , ,25235, ,27390, ,
26, 20, 80, 289kB, ,8176, ,1444 , ,31528, ,34229, ,
26, 20, 96, 336kB, ,8176, ,1444 , ,37756, ,41173, ,
26, 20, 112, 383kB, ,8176, ,1444 , ,43822, ,48007, ,
26, 20, 128, 430kB, ,8176, ,1444 , ,49871, ,54896, ,
26, 20, 144, 478kB, ,8176, ,1444 , ,55927, ,61848, ,
26, 21, 16, 103kB, ,8176, ,1444 , ,6278, ,6994, ,
26, 21, 17, 106kB, ,8176, ,1444 , ,12639, ,13717, ,
26, 21, 18, 109kB, ,8176, ,1444 , ,12639, ,13717, ,
